"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"912","LEGENDARY NIGHT SPOTS INC","THE DUPLEX","59 61 CHRISTOPHER ST","CHRISTOPHER ST & 7TH AVE SOUTH","NEW YORK","NY",10014,40.73373436,-74.0023191,"(40.73373436, -74.0023191)"
"913","AFH ASSOCIATES LLC","SOLO","550 MADISON AVE","55TH AND 56TH STREETS","NEW YORK","NY",10022,40.76103145,-73.97335275,"(40.76103145, -73.97335275)"
"914","LO ENG INC","FAT BUDDHA","212 AVENUE A","13TH STREET & 14TH STREET","NEW YORK","NY",10009,40.7297267,-73.98075738,"(40.7297267, -73.98075738)"
"915","ANTIQUE GARAGE INC","","41 MERCER STREET","GRAND & BROOME","NEW YORK","NY",10013,40.7213034,-74.00146786,"(40.7213034, -74.00146786)"
"916","18 FRONT INC","MOTHER'S RUIN","18 SPRING STREET","MOTT & ELIZABETH","NEW YORK","NY",10013,40.72134256,-73.99495242,"(40.72134256, -73.99495242)"
"917","TWO BIKES LLC","DUDLEY'S","85 ORCHARD STREET","CRN OF BROOME & ORCHARD","NEW YORK","NY",10002,40.71792543,-73.99031489,"(40.71792543, -73.99031489)"
"918","BRASS MONKEY LLC","BRASS MONKEY","53 55 LITTLE W 12TH STREET","13TH & 14TH STREETS","NEW YORK","NY",10014,40.74057224,-74.00853198,"(40.74057224, -74.00853198)"
"919","AVIR LLC","","29 CLINTON ST AKA168STANTON ST","STANTON STREET & RIVINGTON ST","NEW YORK","NY",10002,40.72041624,-73.98444758,"(40.72041624, -73.98444758)"
"920","MANHATTAN MASALA INC","DARBAR","152 E 46TH ST","3RD & LEXINGTON","NEW YORK","NY",10017,NA,NA,""
"921","MANHATTAN ISLAND GROUP LLC","","146 BEEKMAN ST","FRONT & SOUTH STREETS","NEW YORK","NY",10038,40.7071984,-74.00263268,"(40.7071984, -74.00263268)"
"922","FEDERICO'S RESTAURANT INC","TOLOACHE","249 251 W 50TH STREET","8TH AVE & BROADWAY","NEW YORK","NY",10019,40.76191678,-73.98505308,"(40.76191678, -73.98505308)"
"923","TENTH WARD LLC","BOSS TWEED'S","115 ESSEX ST","DELANNCEY & RIVINGTON STREETS","NEW YORK","NY",10002,40.71923762,-73.98791578,"(40.71923762, -73.98791578)"
"924","183 RIO RESTAURANT, INC","SMALLS JAZZ CLUB","183 W 10TH ST","AKA 233 W 4TH ST","NEW YORK","NY",10014,40.73428038,-74.00272276,"(40.73428038, -74.00272276)"
"925","LUCIFER RESTAURANT, LLC","PETITE ABEILLE","401 E 20TH ST","","NEW YORK","NY",10009,40.73497443,-73.97943149,"(40.73497443, -73.97943149)"
"926","OLD HAVANA INC","","222 THOMPSON ST","PRINCE & HOUSTON STREETS","NEW YORK","NY",10012,40.72915456,-73.99895895,"(40.72915456, -73.99895895)"
"927","SERVICE CORP","JACQUES RESTAURANT","20 PRINCE ST","MOTT & ELIZABETH STREETS","NEW YORK","NY",10012,40.72273843,-73.99435821,"(40.72273843, -73.99435821)"
"928","CAPITAL GRILLE HOLDINGS INC","THE CAPITAL GRILLE OF NEW YORK #8021","155 E 42ND ST","LEXINGTON AVE & 3RD AVENUE","NEW YORK","NY",10017,40.75127986,-73.9754794,"(40.75127986, -73.9754794)"
"929","AMA RESTAURANTS LLC","BLARNEY STONE","410 8TH AVENUE","31ST & 32ND STREETS","NEW YORK","NY",10001,40.749922,-73.99501829,"(40.749922, -73.99501829)"
"930","JAZZ AT LIN CTR INC & GT PER AAW INC","","10 COLUMBUS CIRCLE","5TH & 6TH FLOORS","NEW YORK","NY",10023,40.76816382,-73.98238257,"(40.76816382, -73.98238257)"
"931","LAZERINI JAZZ LLC","MACE","649 EAST 9TH ST","WEST STORE","NEW YORK","NY",10009,40.72578529,-73.97916573,"(40.72578529, -73.97916573)"
"932","BROADWAY 55TH LLC & STRATEGIC DREAM","MIDTOWN LL LLC AS MGR/ DBA THE RICKEY","210 W 55TH ST GROUND FL EAST","BROADWAY &  7TH AVENUE","NEW YORK","NY",10019,40.76447048,-73.98166299,"(40.76447048, -73.98166299)"
"933","HORSHOES INC","DALTON'S","611 9TH  AVENUE","","NEW YORK","NY",10036,40.75931871,-73.99205666,"(40.75931871, -73.99205666)"
"934","PROGETTO INC","ETCETERA ETCETERA","352 W 44TH ST","8TH & 9TH AVENUES","NEW YORK","NY",10036,40.75911033,-73.99036451,"(40.75911033, -73.99036451)"
"935","ALPHA 129 REST LLC","LUCKY JACK'S","127 129 ORCHARD STREET","DELANCEY & RIVINGTON STREETS","NEW YORK","NY",10002,40.71958507,-73.98954893,"(40.71958507, -73.98954893)"
"936","EAST PUB INC","PHEBES","359 361 BOWERY","","NEW YORK","NY",10003,40.72654962,-73.99157274,"(40.72654962, -73.99157274)"
"937","PEPE WEST 48TH STREET LLC","LA MASSERIA","235 237 W 48TH ST","8TH AVENUE & BROADWAY","NEW YORK","NY",10036,40.6497059,-74.01485558,"(40.6497059, -74.01485558)"
"938","VIG PARK INC","P S 450","450 PARK AVENUE SOUTH","30TH & 31ST STREETS","NEW YORK","NY",10016,40.744916,-73.98309597,"(40.744916, -73.98309597)"
"939","AQUAVIT INC","AQUAVIT RESTAURANT","65 E 55TH ST","PARK AVE & MADISON AVENUE","NEW YORK","NY",10022,40.76070638,-73.97250014,"(40.76070638, -73.97250014)"
"940","DAGDA CORP","PERDITION","692 10TH AVENUE","48TH & 49TH STREETS","NEW YORK","NY",10019,NA,NA,""
"941","BUA NEW YORK LLC","","122 SAINT MARKS PLACE","","NEW YORK","NY",10009,40.72726873,-73.98453889,"(40.72726873, -73.98453889)"
"942","VIA QUADRONNO LLC","VIA QUADRONNO","25 E 73RD ST","","NEW YORK","NY",10021,40.77275958,-73.96549426,"(40.77275958, -73.96549426)"
"943","77 BAR & INTERNET CAFE LLC","PEGU CLUB","77 WEST HOUSTON STREET, 2ND FL","WEST BROADWAY & WOOSTER STREET","NEW YORK","NY",10012,40.72665598,-73.99966616,"(40.72665598, -73.99966616)"
"944","RIVKA INC","CAFE MOGADOR","101 ST MARKS PLACE","","NEW YORK","NY",10003,40.72749507,-73.98492171,"(40.72749507, -73.98492171)"
"945","NEPTUNO RESTAURANTS LLC","SALA ONE NINE","35 WEST 19TH ST","5TH AVENUE & 6TH AVENUE","NEW YORK","NY",10011,40.73959469,-73.99243601,"(40.73959469, -73.99243601)"
"946","60 SWEET THING INC","REDEMPTION BAR","1003 2ND AVE","EAST 53RD & E 54TH STREET","NEW YORK","NY",10022,40.75683924,-73.96716414,"(40.75683924, -73.96716414)"
"947","PMC CORP","THE ABBEY TAVERN","354 3RD AVENUE","3RD AVENUE & 26TH STREET","NEW YORK","NY",10010,40.74065832,-73.98188704,"(40.74065832, -73.98188704)"
"948","MARITIME F&B LLC & MARITIMA LLC AS MGR","LA SIRENA","88 9TH AVE 2ND FLOOR","WEST 16TH  & W 17TH STREETS","NEW YORK","NY",10011,40.7425493,-74.00413594,"(40.7425493, -74.00413594)"
"949","FUMDI RESTAURANT CORP","LEDERHOSEN","39 GROVE STREET","HUDSON &  BLEECKER STREETS","NEW YORK","NY",10014,40.73283174,-74.00441681,"(40.73283174, -74.00441681)"
"950","4199 CRYSTAL II RESTAURANT CORP","GUADALUPE BAR AND GRILL","597 W 207TH ST","BROADWAY & 207TH STREET","NEW YORK","NY",10034,40.86759178,-73.92107065,"(40.86759178, -73.92107065)"
"951","A M C 35TH STREET FOOD CORP","CAFE NUNEZ","240 WEST 35TH STREET","7TH & 8TH AVENUES","NEW YORK","NY",10001,40.75209363,-73.99131764,"(40.75209363, -73.99131764)"
"952","ARBESA REST CORP","NINO'S TUSCANY","117 WEST 58TH STREET","6TH & 7TH AVENUES","NEW YORK","NY",10019,40.76527212,-73.97717637,"(40.76527212, -73.97717637)"
"953","ORCHID STREET ENTERPRISES LLC","THE SKINNY BAR LOUNGE","174 ORCHARD STREET","HOUSTON & STANTON STREETS","NEW YORK","NY",10002,40.72148415,-73.98841378,"(40.72148415, -73.98841378)"
"954","PIZZA OF 32 SPRING STREET INC","LOMBARDI'S","32 SPRING STREET","MULBERRY & MOTT STREETS","NEW YORK","NY",10012,40.72161494,-73.99560242,"(40.72161494, -73.99560242)"
"955","IL PUNTO RISTORANTE LLC","IL PUNTO RISTORANTE","507 509 9TH AVE","39TH STREET & 9TH AVENUE","NEW YORK","NY",10018,40.75617724,-73.99434311,"(40.75617724, -73.99434311)"
"956","JAVIER AND DAVID RESTAURANT CORP","CARIDAD","1618 ST NICHOLAS AVE","WEST 191ST & W 192ND STREETS","NEW YORK","NY",10040,40.85550892,-73.9291102,"(40.85550892, -73.9291102)"
"957","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","680 6TH AVENUE","21ST & 22ND","NEW YORK","NY",10010,40.74188503,-73.99345371,"(40.74188503, -73.99345371)"
"958","ROCKWOOD MUSIC CORP","ROCKWOOD'S","194 ALLEN ST STORE B5, B6","HOUSTON & STANTON STREETS","NEW YORK","NY",10002,40.7225051,-73.98866945,"(40.7225051, -73.98866945)"
"959","49 GROVE LLC","49 GROVE","49 GROVE ST","7TH AVENUE & BLEEKER","NEW YORK","NY",10014,40.73297568,-74.0039747,"(40.73297568, -74.0039747)"
"960","EMPLOYEES ONLY LLC & AMERICAN BART INST OF NY INC","","510 HUDSON ST","CHRISTOPHER W 10TH","NEW YORK","NY",10014,40.73339285,-74.00626675,"(40.73339285, -74.00626675)"
"961","PROLETARIAT V, INC","THE BACK ROOM","98 102 NORFOLK AKA 138 DELANCY","RIVINGTON ST & DELANCY STREET","NEW YORK","NY",10002,40.71816797,-73.98738023,"(40.71816797, -73.98738023)"
"962","56TH STREET FOOD CORP","CAFE DANIELLO'S PIZZERIA & REST","1072 2ND AVENUE","","NEW YORK","NY",10022,40.75885549,-73.96552019,"(40.75885549, -73.96552019)"
"963","P12 NEW YORK LLC","RIBALTA","48 EAST 12TH STREET","BROADWAY & UNIVERSITY PLACE","NEW YORK","NY",10003,40.73345208,-73.99184747,"(40.73345208, -73.99184747)"
"964","1465 3RD AVE REST CORP","THE GAEL PUB","1465 3RD AVENUE","82ND & 83RD STREETS","NEW YORK","NY",10028,40.77666343,-73.95545179,"(40.77666343, -73.95545179)"
"965","M T J RESTAURANT 7TH CORP","HARRINGTON'S","370 7TH AVENUE","","NEW YORK","NY",10001,40.74871795,-73.99236156,"(40.74871795, -73.99236156)"
"966","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","500 5TH AVE","42ND AND 43RD STREETS","NEW YORK","NY",10110,40.75351971,-73.98091125,"(40.75351971, -73.98091125)"
"967","SHINOBI NY LLC","NINJA RESTAURANT","25 HUDSON ST","","NEW YORK","NY",10013,40.71667036,-74.00920853,"(40.71667036, -74.00920853)"
"968","PIO 10 INC","CELLINI RESTAURANT","65 E 54TH ST","PARK & MADISON AVENUES","NEW YORK","NY",10022,40.76008969,-73.97297623,"(40.76008969, -73.97297623)"
"969","BMB CORP","SUITE/ROTI ROLL","992 996 AMSTERDAM AVENUE","109TH & 110TH STREETS","NEW YORK","NY",10025,40.8024894,-73.96427447,"(40.8024894, -73.96427447)"
"970","MIMOUNE INC","BXL CAFE","125 W 43RD STREET","6TH & 7TH AVENUES","NEW YORK","NY",10036,40.75595664,-73.98451303,"(40.75595664, -73.98451303)"
"971","247 WEST 37TH STREET LLC","STITCH BAR & LOUNGE","247 WEST 37TH ST   WEST STORE","7TH & EIGHT AVENUES","NEW YORK","NY",10018,40.75352002,-73.99048742,"(40.75352002, -73.99048742)"
"972","ADARP INC","OPEN HOUSE","244 E HOUSTON ST","ESSEX & AVENUE B","NEW YORK","NY",10002,40.72221855,-73.98582878,"(40.72221855, -73.98582878)"
"973","SHIMIZU & TODO LLC","","318 324 W 51ST STREET","8TH & 9TH AVENUES","NEW YORK","NY",10019,40.76317111,-73.98640683,"(40.76317111, -73.98640683)"
"974","KBFK 52 LLC","BAR AMERICAIN","787 7TH AVENUE AKA 152 W 52ND","6TH & 7TH AVENUES","NEW YORK","NY",10019,40.761723,-73.98273296,"(40.761723, -73.98273296)"
"975","IL POSTO LLC","DEL POSTO","85 10TH AVE","16TH & 15TH STREETS","NEW YORK","NY",10011,40.7428386,-74.00769639,"(40.7428386, -74.00769639)"
"976","PISTICCI RESTAURANT CORP","PISTICCI RESTAURANT","125 LASALLE ST","BROADWAY & CLAREMONT AVENUES","NEW YORK","NY",10027,40.81395141,-73.95998771,"(40.81395141, -73.95998771)"
"977","SOL'S RESTAURANT INC","IL SOLE RESTAURANT","229 233 DYCKMAN ST","SEMAN AVENUE & BROADWAY","NEW YORK","NY",10034,40.86602765,-73.9277445,"(40.86602765, -73.9277445)"
"978","BY THE GLASS INC","UVA","1486 2ND AVE","77TH & 78TH STREETS","NEW YORK","NY",10075,40.7722249,-73.95576355,"(40.7722249, -73.95576355)"
"979","22 EAST 54TH STREET RESTAURANT CORP","PAPILLON","22 E 54TH ST","MADISON & 5TH AVENUE","NEW YORK","NY",10022,40.76061144,-73.97450387,"(40.76061144, -73.97450387)"
"980","SAM'S NY LLC","SOJOURN","242 244 E 79TH ST","LEXINGTON & 3RD AVENUE","NEW YORK","NY",10021,40.77379325,-73.95630605,"(40.77379325, -73.95630605)"
"981","ISOHAMA JAPANESE RESTAURANT (NY) INC","","1666 3RD AVENUE","93RD & 94TH STREETS","NEW YORK","NY",10128,40.7834608,-73.95066129,"(40.7834608, -73.95066129)"
"982","1000 MADISON LLC","SANT AMBROEUS","1000 MADISON AVE","","NEW YORK","NY",10075,40.77530332,-73.96292774,"(40.77530332, -73.96292774)"
"983","HELL'S KITCHEN CREAM & SUGAR INC","44 1/2 CAFE","626A 10TH AVENUE, STORE C","44TH & 45TH","NEW YORK","NY",10036,40.76123409,-73.99420478,"(40.76123409, -73.99420478)"
"984","IMAMURA INC","YAKITORI SUN CHAN","2707 BROADWAY","","NEW YORK","NY",10025,40.79939413,-73.96859156,"(40.79939413, -73.96859156)"
"985","BANCONE LLC","PETRARCA","34 WHITE STREET","","NEW YORK","NY",10013,40.7187778,-74.00456413,"(40.7187778, -74.00456413)"
"986","411 REST CORP","TONIC EAST","411 3RD AVENUE","","NEW YORK","NY",10016,40.74243848,-73.98042375,"(40.74243848, -73.98042375)"
"987","OTFOTEOC LTD","CLOCKWORK BAR","21 ESSEX ST","CANAL STREET & HESTER STREET","NEW YORK","NY",10002,40.71534821,-73.98991179,"(40.71534821, -73.98991179)"
"988","ANGELO'S PIZZA 1697 INC","","1697 BROADWAY","","NEW YORK","NY",10019,40.76362197,-73.9827463,"(40.76362197, -73.9827463)"
"989","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","55 E 8TH ST AKA 40 E 9TH ST","UNIVERSITY PLACE & BROADWAY","NEW YORK","NY",10003,NA,NA,""
"990","HAVANA CENTRAL NY 2 LLC","","151 153 W 46TH ST","STE 902  6TH AVENUE & BROADWAY","NEW YORK","NY",10036,40.7584105,-73.98451733,"(40.7584105, -73.98451733)"
"991","KOI NY LLC","KOI RESTAURANT","40 W 40TH ST","5TH &  6TH AVENUES","NEW YORK","NY",10018,40.75264723,-73.98303797,"(40.75264723, -73.98303797)"
"992","D & D THAI RESTAURANT CORP","LAND THAI KITCHEN","450 AMSTERDAM AVE","81ST STREET & 82ND STREET","NEW YORK","NY",10024,40.78491062,-73.97711353,"(40.78491062, -73.97711353)"
"993","HARGER DONUT SHOP INC","CORAL","3801 BROADWAY","N W BROADWAY & 158TH STREET","NEW YORK","NY",10032,40.83476547,-73.9445635,"(40.83476547, -73.9445635)"
"994","THEATRE ROW RESTAURANT INC","THEATRE DINING","424 WEST 42ND STREET","DYER AVENUE & 8TH AVENUE","NEW YORK","NY",10036,40.75880108,-73.99368141,"(40.75880108, -73.99368141)"
"995","JIMMY'S COFFEE SHOP INC","JIMMY'S COFFEE SHOP","990 6TH AVENUE","EAST 36TH & 3 37TH STREETS","NEW YORK","NY",10018,40.75138311,-73.98651345,"(40.75138311, -73.98651345)"
"996","BROADWAY 104 LLC","CAFE DU SOLEIL","245 W 104TH ST","104TH & 105TH STREETS","NEW YORK","NY",10025,40.79997988,-73.96852066,"(40.79997988, -73.96852066)"
"997","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","200 VARICK ST","KING & W HOUSTON","NEW YORK","NY",10014,NA,NA,""
"998","EISEN & SON INC","LASAGNA RESTAURANT","196 8TH AVE AKA 258 W 20TH ST","19TH & 20TH STREETS","NEW YORK","NY",10011,40.74338243,-73.99980386,"(40.74338243, -73.99980386)"
"999","BUDDAKAN NY LP","","75 9TH AVE CHELSEA MARKET","","NEW YORK","NY",10011,40.74184603,-74.00477537,"(40.74184603, -74.00477537)"
"1000","MORIMOTO NY VENTURE LP","","88 10TH AVE CHELSEA MARKET","","NEW YORK","NY",10011,40.74319319,-74.00734645,"(40.74319319, -74.00734645)"
"1001","PERRY STREET PROJECT LLC","","176 PERRY STREET","CRN OF W & LITTLE CHARLES STS","NEW YORK","NY",10014,40.73463239,-74.00921659,"(40.73463239, -74.00921659)"
"1002","REINS INTERNATIONAL NEW YORK INC","GYU KAKU","34 COOPER SQUARE","EAST 4TH  ST & ASTOR PLACE","NEW YORK","NY",10003,40.72830796,-73.99126206,"(40.72830796, -73.99126206)"
"1003","BALLYMONEY NEW YORK INC","JAKE'S SALOON","206 WEST 23RD STREET","7TH AVENUE & 8TH AVENUE","NEW YORK","NY",10011,40.7441502,-73.99591038,"(40.7441502, -73.99591038)"
"1004","IN RESTAURANTS LLC","MELBAS'S","300 W 114TH STREET","113TH & 114TH STREETS","NEW YORK","NY",10026,40.80308027,-73.95639057,"(40.80308027, -73.95639057)"
"1005","BERKSHIRE PUFFY S LLC","PUFFY'S TAVERN","81 HUDSON ST AKA 1 HARRISON ST","CRN HUDSON & HARRISJON STREETS","NEW YORK","NY",10013,40.71855346,-74.00889829,"(40.71855346, -74.00889829)"
"1006","HMU LUNNEY RESTAURANT CORP","O'LUNNEY'S TIMES SQUARE PUB","145 W 45TH ST","6TH & 7TH AVENUES","NEW YORK","NY",10036,40.75764624,-73.98468094,"(40.75764624, -73.98468094)"
"1007","48 WEST 21ST STREET CORP","TAJ","48 WEST 21ST STREET","5TH & 6TH AVENUES","NEW YORK","NY",10010,40.74085048,-73.99205354,"(40.74085048, -73.99205354)"
"1008","SBCPS LLC","SARABATH'S","40 CENTRAL PARK S","5TH & 6TH AVENUES","NEW YORK","NY",10019,40.76477978,-73.97427884,"(40.76477978, -73.97427884)"
"1009","WOO LAE OAK 50 INC","","350 WEST 50TH STREET","8TH AVENUE & 9TH AVENUE","NEW YORK","NY",10019,40.76286102,-73.98756417,"(40.76286102, -73.98756417)"
"1010","TEAM MWB LLC","GYM","167 8TH AVENUE","","NEW YORK","NY",10001,40.74252822,-74.00057647,"(40.74252822, -74.00057647)"
"1011","WORKHORSE RESTAURANT INC","REGIONAL","2607 BROADWAY","WEST 98TH & 99TH STREETS","NEW YORK","NY",10016,40.79623879,-73.97082918,"(40.79623879, -73.97082918)"
"1012","INTERNATIONAL FOOD HOUSE INC","ALBERT'S MOFONGO","217 DYCKMAN ST AKA 4762A 4762B","BROADWAY & VERMILYEA STREET","NEW YORK","NY",10040,40.86552057,-73.92718592,"(40.86552057, -73.92718592)"
"1013","TJ'S NYC INC","STONE CREEK BAR & LOUNGE","140 EAST 27TH STREET","","NEW YORK","NY",10016,40.74187593,-73.98271789,"(40.74187593, -73.98271789)"
"1014","HURON CLUB LLC","SOHO PLAYHOUSE","15 VANDAM STREET","VARICK & 6TH","NEW YORK","NY",10013,40.7263589,-74.00439734,"(40.7263589, -74.00439734)"
"1015","81 EAST 7TH PASTRY SHOP CORP","CAFE 81","81 EAST 7TH STREET","1ST & 2ND AVENUES","NEW YORK","NY",10003,40.72723071,-73.98620241,"(40.72723071, -73.98620241)"
"1016","LAURA CHRISTY LLC","VALBELLA ENCORE","421 W 13TH ST","9TH STREET","NEW YORK","NY",10014,40.74070089,-74.00676785,"(40.74070089, -74.00676785)"
"1017","ROSA MEXICANO USQ LLC","ROSA MEXICANO","9 11 E 18TH ST","","NEW YORK","NY",10003,40.73829298,-73.99118869,"(40.73829298, -73.99118869)"
"1018","LITTLE BRANCH LLC","LITTLE BRANCH","20 7TH AVE S AKA 60 LEROY ST","CORNER LEROY STREET","NEW YORK","NY",10014,40.73016449,-74.00484501,"(40.73016449, -74.00484501)"
"1019","242 TENTH AVENUE LLC","TRESTLE ON TENTH","242 10TH AVE","24TH & 25TH STREETS","NEW YORK","NY",10001,40.74834249,-74.00360241,"(40.74834249, -74.00360241)"
"1020","STOUT INC","","127 135 WEST 33RD STREET","BROADWAY & 7TH AVENUE","NEW YORK","NY",10016,40.74597542,-73.98062154,"(40.74597542, -73.98062154)"
"1021","EL MAGUEY Y LA TUNA LTD","EL MAGUEY Y LA TUNA","321 E HOUSTON ST","ATTORNEY & RIDGE","NEW YORK","NY",10022,40.72107072,-73.98293811,"(40.72107072, -73.98293811)"
"1022","230FA LLC","230 FIFTH AVENUE","230 5 AV 1148 56BWAY228 32 5AV","WEST 26TH & W 27TH STREETS","NEW YORK","NY",10001,40.74410898,-73.98779284,"(40.74410898, -73.98779284)"
"1023","MANGIAMI INC","MANGIAMI","9 STANTON STREET","BOWERY & CHYSTIE STREETS","NEW YORK","NY",10002,40.72261069,-73.99258609,"(40.72261069, -73.99258609)"
"1024","PK & SON LLC","PARIS MATCH BISTRO","29 E 65 ST AKA 755 MADISON AVE","","NEW YORK","NY",10021,40.7673494,-73.96854742,"(40.7673494, -73.96854742)"
"1025","PIZZA ON STONE LLC","ADRIENNE'S PIZZA BAR","54 STONE ST AKA 87 PEARL ST","HANOVER SQWUARE & BROAD ST","NEW YORK","NY",10004,40.70438099,-74.01016477,"(40.70438099, -74.01016477)"
"1026","CMR COMEDY LLC","GOTHAM COMEDY CLUB","208 W 23RD ST STORE #1","7TH & 8TH AVENUES","NEW YORK","NY",10011,40.74417307,-73.99596533,"(40.74417307, -73.99596533)"
"1027","114 KENMARE ASSOCIATES LLC","CORNER DELI AKA LA ESQUINA","106 KENMARE AKA 199 LAFAYETTE","114 KENMARE STREET","NEW YORK","NY",10012,40.72139675,-73.99744948,"(40.72139675, -73.99744948)"
"1028","LT & LT LLC","VIET CAFE","345 GREENWICH ST","FRANKLIN ST &  HARRISON ST","NEW YORK","NY",10003,40.71825076,-74.01036368,"(40.71825076, -74.01036368)"
"1029","THREE STAR ON FIRST INC","THREE STAR ON FIRST","1462 1ST AVENUE","76TH & 77TH STREETS","NEW YORK","NY",10075,40.77037496,-73.95401396,"(40.77037496, -73.95401396)"
"1030","BLT MAIN STREETLLC&BLT MAIN ST MANAGEMENTLLC AS MG","BLT PRIME","111 E 22ND ST","","NEW YORK","NY",10010,40.73932974,-73.98625794,"(40.73932974, -73.98625794)"
"1031","53RD STREET PARTNERS LLC","REMI","145W 53 ST AKA1325AVOFAMERICA","53RD & 54TH","NEW YORK","NY",10019,40.76252709,-73.98066718,"(40.76252709, -73.98066718)"
"1032","KAORU MC CORP","","310 E 46TH STREET AKA 309 E 45","1ST & 2ND AVENUES","NEW YORK","NY",10017,40.75217348,-73.97009195,"(40.75217348, -73.97009195)"
"1033","NOBU 57 LLC","","40 W 57TH STREET","COLUMBUS CIRCLE & BROADWAY","NEW YORK","NY",10019,40.76346525,-73.97529672,"(40.76346525, -73.97529672)"
"1034","DAVE & BUSTERS OF NEW YORK INC","DAVE & BUSTERS","234 W 42ND STREET 3RD FL","8TH AVE & FASHION AVE","NEW YORK","NY",10036,40.75641347,-73.98797995,"(40.75641347, -73.98797995)"
"1035","THESSABUL LLC","BARBOUNIA","250 PARK AVE S","LEXINGTON AVENUE & BROADWAY","NEW YORK","NY",10003,40.73835445,-73.98789493,"(40.73835445, -73.98789493)"
"1036","CONGEE BOWERY RESTAURANT AND BAR INC","","207 BOWERY","","NEW YORK","NY",10002,40.72131886,-73.99348272,"(40.72131886, -73.99348272)"
"1037","SIP SAK INC","","928 2ND AVENUE","49TH & 50TH","NEW YORK","NY",10017,40.75436431,-73.96880808,"(40.75436431, -73.96880808)"
"1038","LA MELA RISTORANTE ITALIANO INC","","171 MULBERRY STREET","GRAND & BROOME STREET","NEW YORK","NY",10013,40.72013594,-73.99703894,"(40.72013594, -73.99703894)"
"1039","LITTLE WEST 12TH LLC","TENJUNE & STK","26 LITTLE WEST 12TH STREET","9TH AVENUE & WASHINGTON STS","NEW YORK","NY",10014,40.7399769,-74.00732354,"(40.7399769, -74.00732354)"
"1040","112 DYCKMAN RESTAURANT INC","RESTAURANT 809 GRILL LOUNGE","112 DYCKMAN STREET","NAGLE & POST AVENUE","NEW YORK","NY",10034,40.86191368,-73.92504436,"(40.86191368, -73.92504436)"
"1041","156 TENTH AVENUE RESTAURANT LLC","COOKSHOP","156 10TH AVE AKA 460 W 20TH ST","","NEW YORK","NY",10011,40.74561336,-74.00559152,"(40.74561336, -74.00559152)"
"1042","LANDMARK TAVERN LLC","LANDMARK TAVERN","626 11TH AVE","45TH & 46TH STREETS","NEW YORK","NY",10036,40.76323031,-73.9963927,"(40.76323031, -73.9963927)"
"1043","W LLC","THE WOOLY","233 BROADWAY","BARCLAY &  BROADWAY","NEW YORK","NY",10007,40.7124314,-74.00780969,"(40.7124314, -74.00780969)"
"1044","21 BAR CORP","","4318 BROADWAY","CRN 184TH STREET & BROADWAY","NEW YORK","NY",10033,40.85202876,-73.93469882,"(40.85202876, -73.93469882)"
"1045","ITM GARDEN INC","REVEL GARDEN","10 12 LITTLE WEST 12TH ST","","NEW YORK","NY",10014,40.73962364,-74.00650759,"(40.73962364, -74.00650759)"
"1046","T N 888 EIGHTH AVENUE LLC","","888 8TH AVE","8TH AVE AND 7TH AVE","NEW YORK","NY",10019,40.76411851,-73.98467263,"(40.76411851, -73.98467263)"
"1047","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","620 9TH AVE AKA 358 W 44 ST","43RD & 44TH STREETS","NEW YORK","NY",10036,40.7596812,-73.99161833,"(40.7596812, -73.99161833)"
"1048","FLAMES STEAKHOUSE INC","GIARDINO D'ORO RISTORANTE","5-7 GOLD ST","MAIDEN LANE & GOLD STREET","NEW YORK","NY",10038,40.70741469,-74.00729526,"(40.70741469, -74.00729526)"
"1049","VYNL LLC","HELL'S KITCHEN","754 NINTH AVE","","NEW YORK","NY",10019,40.76386639,-73.98856357,"(40.76386639, -73.98856357)"
"1050","DEVILED FOODS LLC","DIABLO ROYALE","189 W 10TH ST","","NEW YORK","NY",10014,40.73423602,-74.00300882,"(40.73423602, -74.00300882)"
"1051","METROPOLITAN TALENT PRESENTS LLC","","2 W 64TH STREET","CENTRAL PK WEST & COLUMBUS AVE","NEW YORK","NY",10023,40.77207542,-73.98201829,"(40.77207542, -73.98201829)"
"1052","94 CHRISTOPHER INC","HAVANA","94 CHRISTOPHER STREET","BLEECKER & BEDFORD STREETS","NEW YORK","NY",10014,40.73330166,-74.00446723,"(40.73330166, -74.00446723)"
"1053","JWS ENTERPRISES INC","EASTSIDE BILLIARDS & BAR","163 165 E 86TH STREET  2ND FL","3RD &  LEXINGTON","NEW YORK","NY",10028,40.77929087,-73.95496117,"(40.77929087, -73.95496117)"
"1054","35 CANAL CAFE LLC","CLANDESTINO CAFE & BAR","35 CANAL STREET","ESSEX &       LUDLOW","NEW YORK","NY",10002,40.71464148,-73.99086916,"(40.71464148, -73.99086916)"
