"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"192",200,294,294,"CAFE ONE","1619","AMSTERDAM AVENUE",10031,"American","1619, AMSTERDAM AVENUE, New York, NY",-73.9496335,40.822114
"193",201,296,296,"RIDGEWAY DINER","664","6 AVENUE",10010,"American","664, 6 AVENUE, New York, NY",-73.9937119,40.7412453
"194",202,297,297,"KINGSLEY","190","AVENUE B",10009,"American","190, AVENUE B, New York, NY",-73.9793069,40.7279952
"195",203,298,298,"BITE","211","EAST   14 STREET",10003,"Others","211, EAST   14 STREET, New York, NY",-73.986148,40.7331747
"196",204,301,301,"LANDMARK TAVERN","626","11 AVENUE",10036,"Others","626, 11 AVENUE, New York, NY",-73.9962025,40.763126
"197",205,303,303,"LUNCH BOX","886","9 AVENUE",10019,"American","886, 9 AVENUE, New York, NY",-73.985224,40.7681655
"198",206,305,305,"MAISON KAYSER","400","5TH AVE",10018,"Others","400, 5TH AVE, New York, NY",-73.9837835,40.7500752
"199",207,306,306,"Little Gio's Pizza","26","1ST AVE",10009,"Pizza","26, 1ST AVE, New York, NY",-73.9877463,40.7236857
"200",208,307,307,"SCHILLING","109","WASHINGTON ST",10006,"Others","109, WASHINGTON ST, New York, NY",-74.0139689,40.7085801
"201",209,308,308,"EL GRAN VALLE IV RESTAURANT","1944","AMSTERDAM AVE",10032,"Others","1944, AMSTERDAM AVE, New York, NY",-73.942514,40.8326131
"202",210,309,309,"PJ BERNSTEIN DELI & RESTAURANT","1215","THIRD AVENUE",10021,"Others","1215, THIRD AVENUE, New York, NY",-73.9612178,40.7684788
"203",211,310,310,"VERLAINE","110","RIVINGTON STREET",10002,"Others","110, RIVINGTON STREET, New York, NY",-73.9878008,40.7200492
"204",212,315,315,"BAR VELOCE","146","WEST HOUSTON STREET",10012,"Others","146, WEST HOUSTON STREET, New York, NY",-74.0018494,40.7281815
"205",213,316,316,"OLD HOMESTEAD","56","9 AVENUE",10011,"American","56, 9 AVENUE, New York, NY",-74.0046957,40.7411717
"206",214,318,318,"MISSION CHINESE FOOD","171","E BROADWAY",10002,"Chinese","171, E BROADWAY, New York, NY",-73.9896885,40.7139085
"207",215,319,319,"E'S BAR","511","AMSTERDAM AVE",10024,"American","511, AMSTERDAM AVE, New York, NY",-73.9754501,40.7866465
"208",216,320,320,"DESTINY/NORTH RIVER LOBSTER","PIER 83","@ WEST 43 STREET",10036,"American","PIER 83, @ WEST 43 STREET, New York, NY",-74.0014785,40.7627646
"209",217,322,322,"PARLOR STEAK AND FISH","1600","3 AVENUE",10128,"Others","1600, 3 AVENUE, New York, NY",-73.9524453,40.7813704
"210",218,323,323,"THREE DECKER RESTAURANT","1746","2 AVENUE",10128,"American","1746, 2 AVENUE, New York, NY",-73.9492533,40.7808636
"211",219,324,324,"O'HARA'S","120","CEDAR STREET",10006,"American","120, CEDAR STREET, New York, NY",-74.0127065,40.7095408
"212",220,326,326,"BOHEMIAN","321","EAST   73 STREET",10021,"American","321, EAST   73 STREET, New York, NY",-73.9564804,40.7690811
"213",221,328,328,"SAXON & PAROLE","316","BOWERY",10012,"American","316, BOWERY, New York, NY",-73.9925297,40.7251995
"214",222,329,329,"HUNAN PARK","721","COLUMBUS AVE",10025,"Chinese","721, COLUMBUS AVE, New York, NY",-73.9675988,40.7922086
"215",224,331,331,"THE KITCHEN SINK","88","2 AVENUE",10003,"American","88, 2 AVENUE, New York, NY",-73.9886272,40.7268083
"216",225,332,332,"AU JUS","1762","1ST AVE",10128,"Others","1762, 1ST AVE, New York, NY",-73.9465966,40.7802574
"217",226,333,333,"RED EYE COFFEE","423","9TH AVE",10001,"Others","423, 9TH AVE, New York, NY",-73.9968223,40.7533148
"218",227,335,335,"TSION CAFE & BAKERY","763","SAINT NICHOLAS AVE",10031,"Others","763, SAINT NICHOLAS AVE, New York, NY",-73.9435021,40.8263367
"219",228,339,339,"COPPOLA'S","378","3 AVENUE",10016,"Italian","378, 3 AVENUE, New York, NY",-73.9815567,40.7416725
"220",229,340,340,"ABA TURKISH RESTAURANT","325","WEST   57 STREET",10019,"Others","325, WEST   57 STREET, New York, NY",-73.984036,40.7674578
"221",230,341,341,"FOUR POINTS SHERATON","326","WEST   40 STREET",10018,"American","326, WEST   40 STREET, New York, NY",-73.992346,40.7564042
"222",231,342,342,"NARE SUSHI","115","E 57TH ST",10022,"Japanese","115, E 57TH ST, New York, NY",-73.9700033,40.7614086
"223",232,343,343,"SHINBASHI JAPANESE RESTAURANT","7","EAST 48 STREET",10017,"Japanese","7, EAST 48 STREET, New York, NY",-73.977288,40.757112
"224",233,345,345,"FUEL GRILL AND JUICE BAR","683","9TH AVE",10036,"American","683, 9TH AVE, New York, NY",-73.9904405,40.7618298
"225",234,346,346,"59 CHINA","59","NASSAU ST",10038,"Chinese","59, NASSAU ST, New York, NY",-74.0088627,40.7092384
"226",235,347,347,"FAHR FRESH AND HOT PIZZA","117","ORCHARD ST",10002,"Pizza","117, ORCHARD ST, New York, NY",-73.9897277,40.7193287
"227",236,348,348,"CHINA STAR","145","1ST AVE",10003,"Chinese","145, 1ST AVE, New York, NY",-73.9852297,40.7282181
"228",237,349,349,"THE WARREN","131","CHRISTOPHER ST",10014,"American","131, CHRISTOPHER ST, New York, NY",-74.0067516,40.7331756
"229",238,350,350,"LEO'S BAGELS","3","HANOVER SQUARE",10004,"Others","3, HANOVER SQUARE, New York, NY",-74.0096537,40.7049944
"230",239,352,352,"THE WING SOHO","52","MERCER ST",10013,"American","52, MERCER ST, New York, NY",-74.0007864,40.7216962
"231",240,354,354,"JAVA GIRL","348","EAST   66 STREET",10065,"Others","348, EAST   66 STREET, New York, NY",-73.9593698,40.7641412
"232",241,355,355,"FLUFFY'S CAFE & PIZZERIA","370","W 58TH ST",10019,"American","370, W 58TH ST, New York, NY",-73.985096,40.7683543
"233",242,356,356,"SAIKAI","24","GREENWICH AVE",10011,"Japanese","24, GREENWICH AVE, New York, NY",-73.9998638,40.7349369
"234",243,357,357,"SAL AND CARMINE PIZZA","2671","BROADWAY",10025,"Pizza","2671, BROADWAY, New York, NY",-73.969439,40.7983829
"235",244,358,358,"HARDING'S","32","EAST 21 STREET",10010,"American","32, EAST 21 STREET, New York, NY",-73.9887163,40.7393229
"236",245,359,359,"K RICO","772","9TH AVE",10019,"American","772, 9TH AVE, New York, NY",-73.987923,40.764324
"237",247,361,361,"THE ROXY HOTEL","32","WHITE STREET",10013,"American","32, WHITE STREET, New York, NY",-74.0048437,40.7188563
"238",248,364,364,"LUIGI PIZZA","304","8 AVENUE",10001,"Pizza","304, 8 AVENUE, New York, NY",-73.9970289,40.7466472
"239",249,365,365,"HANAMIZUKI CAFE","143","W 29TH ST",10001,"Japanese","143, W 29TH ST, New York, NY",-73.9916115,40.7475386
"240",250,366,366,"WOK CITY","153-155","AMSTERDAM AVE",10023,"Chinese","153-155, AMSTERDAM AVE, New York, NY",-73.9839544,40.775318
"241",251,367,367,"CRANBERRY CAFE","115","WEST   45 STREET",10036,"American","115, WEST   45 STREET, New York, NY",-73.983591,40.7572489
"242",252,368,368,"TOLOACHE","166","EAST   82 STREET",10028,"Others","166, EAST   82 STREET, New York, NY",-73.9567618,40.7763912
"243",253,369,369,"BLONDIES","212","WEST   79 STREET",10024,"American","212, WEST   79 STREET, New York, NY",-73.9791577,40.7832098
"244",254,372,372,"SONS OF THUNDER","204","E 38TH ST",10016,"American","204, E 38TH ST, New York, NY",-73.9758633,40.7478892
"245",255,373,373,"FIKA","555","6TH AVE",10011,"Others","555, 6TH AVE, New York, NY",-73.996455,40.738517
"246",256,374,374,"AMARANTH","21","EAST   62 STREET",10065,"Others","21, EAST   62 STREET, New York, NY",-73.9703075,40.7657781
"247",257,377,377,"ARTHUR'S TAVERN","57","GROVE STREET",10014,"American","57, GROVE STREET, New York, NY",-74.0034562,40.7331972
"248",258,378,378,"CITY DINER","2441","BROADWAY",10024,"American","2441, BROADWAY, New York, NY",-73.9748245,40.7911059
"249",259,382,382,"MASON JAR","45","EAST   30 STREET",10016,"American","45, EAST   30 STREET, New York, NY",-73.9836225,40.7449158
"250",260,383,383,"DORIAN GRAY","205","EAST    4 STREET",10009,"American","205, EAST    4 STREET, New York, NY",-73.9838064,40.7239618
"251",261,384,384,"NANCY WHISKEY PUB","1","LISPENARD ST",10013,"American","1, LISPENARD ST, New York, NY",-74.0049711,40.7206304
"252",262,386,386,"SPUNTO","65","CARMINE STREET",10014,"Others","65, CARMINE STREET, New York, NY",-74.0046957,40.7298592
"253",263,387,387,"BOOTS AND SADDLE","100A","7TH AVE S",10014,"American","100A, 7TH AVE S, New York, NY",-74.0034275,40.7329801
"254",265,389,389,"MAUI ONION","35","W 26TH ST",10010,"Others","35, W 26TH ST, New York, NY",-73.9902226,40.744514
"255",267,392,392,"CLUB A STEAKHOUSE","240","EAST   58 STREET",10022,"Others","240, EAST   58 STREET, New York, NY",-73.9655781,40.7600512
"256",268,393,393,"RASA","25","W 8TH ST",10011,"Others","25, W 8TH ST, New York, NY",-73.9976257,40.7330269
"257",269,394,394,"JOHNY'S LUNCHEONETTE","124","WEST   25 STREET",10001,"American","124, WEST   25 STREET, New York, NY",-73.9930806,40.7444273
"258",270,396,396,"YUMMY THAI","4959","BROADWAY",10034,"Others","4959, BROADWAY, New York, NY",-73.9206083,40.8681495
"259",271,397,397,"THE BEST OF NEW YORK FOOD","150","WATER ST",10005,"American","150, WATER ST, New York, NY",-74.0060591,40.7064287
"260",272,398,398,"THE WILLIAMS MEMORIAL RESIDENCE","720","WEST END AVENUE",10025,"American","720, WEST END AVENUE, New York, NY",-73.9732232,40.7947188
"261",273,399,399,"THE PRINCETON CLUB","15","WEST   43 STREET",10036,"American","15, WEST   43 STREET, New York, NY",-73.9812527,40.7546787
"262",274,401,401,"CHINA TASTE","1570","2ND AVE",10028,"Chinese","1570, 2ND AVE, New York, NY",-73.9535933,40.7748989
"263",275,402,402,"JUNOON","27","WEST   24 STREET",10010,"Others","27, WEST   24 STREET, New York, NY",-73.990838,40.743193
"264",276,403,403,"JOSIE'S BAR","520","EAST    6 STREET",10009,"American","520, EAST    6 STREET, New York, NY",-73.9829455,40.7248339
"265",277,404,404,"LA TRATTORIA","844","2 AVENUE",10017,"Pizza","844, 2 AVENUE, New York, NY",-73.970671,40.7515735
"266",278,406,406,"NEW YORK INSTITUTE OF TECHNOLOGY","1849","BROADWAY",10023,"American","1849, BROADWAY, New York, NY",-73.9826606,40.7695832
"267",279,407,407,"CROWN FRIED CHICKEN","1867","LEXINGTON AVENUE",10029,"Others","1867, LEXINGTON AVENUE, New York, NY",-73.9416842,40.7982574
"268",280,408,408,"GATSBY'S","53","SPRING STREET",10012,"American","53, SPRING STREET, New York, NY",-73.9965239,40.7223292
"269",281,409,409,"PIEZANO PIZZA","94","NAGLE AVE",10040,"Pizza","94, NAGLE AVE, New York, NY",-73.9277388,40.8607496
"270",282,410,410,"QUIZNO'S SUBS","304","WEST 34 STREET",10001,"Others","304, WEST 34 STREET, New York, NY",-73.9944853,40.7522148
"271",283,414,414,"AL HORNO LEAN MEXICAN KITCHEN","57","1ST AVE",10003,"Others","57, 1ST AVE, New York, NY",-73.9874335,40.7250557
"272",284,415,415,"STROMBOLI PIZZA","83","ST MARKS PLACE",10003,"Pizza","83, ST MARKS PLACE, New York, NY",-73.9853674,40.7278516
"273",285,416,416,"BONCHON","207","WEST   38 STREET",10018,"Others","207, WEST   38 STREET, New York, NY",-73.9891745,40.7537446
"274",286,418,418,"NOCHE MEXICANA II","842","AMSTERDAM AVENUE",10025,"Others","842, AMSTERDAM AVENUE, New York, NY",-73.968268,40.797478
"275",287,424,424,"LUCY'S WHEY","1417","LEXINGTON AVE",10128,"American","1417, LEXINGTON AVE, New York, NY",-73.952288,40.783651
"276",288,427,427,"ROCKMEISHA","11","BARROW STREET",10014,"Japanese","11, BARROW STREET, New York, NY",-74.0023197,40.7325291
"277",290,429,429,"LA LANTERNA DI VITTORIO","129","MACDOUGAL STREET",10012,"Italian","129, MACDOUGAL STREET, New York, NY",-74.0001471,40.7307088
"278",291,430,430,"YU SUSHI","827","WEST  181 STREET",10033,"Japanese","827, WEST  181 STREET, New York, NY",-73.9395157,40.8514155
"279",292,431,431,"765 FOOD MARKET","765","2 AVENUE",10017,"Others","765, 2 AVENUE, New York, NY",-73.9729402,40.7491569
"280",293,432,432,"OLD MAN HUSTLE","39","ESSEX ST",10002,"American","39, ESSEX ST, New York, NY",-73.9897278,40.7162487
"281",294,435,435,"THIRD RAIL COFFEE","159","2ND AVENUE",10003,"Others","159, 2ND AVENUE, New York, NY",-73.987158,40.7298046
"282",295,436,436,"HAMPTON INN","851","8 AVENUE",10019,"American","851, 8 AVENUE, New York, NY",-73.9857748,40.7634386
"283",296,437,437,"TRIONA'S","237","SULLIVAN STREET",10012,"Others","237, SULLIVAN STREET, New York, NY",-73.9993702,40.7298302
"284",297,439,439,"ANOTHEROOM","249","WEST BROADWAY",10013,"American","249, WEST BROADWAY, New York, NY",-74.0055057,40.7198452
"285",298,440,440,"CLUB WYNN - GERA GERA","238","EAST 53 STREET",10022,"Others","238, EAST 53 STREET, New York, NY",-73.9680806,40.7569531
"286",299,441,441,"ALICES TEA CUP CHAPTER 2","156","EAST   64 STREET",10065,"American","156, EAST   64 STREET, New York, NY",-73.9658192,40.765092
"287",300,442,442,"BIG APPLE CAFE","891","AMSTERDAM AVENUE",10025,"Others","891, AMSTERDAM AVENUE, New York, NY",-73.9666112,40.7986383
"288",301,443,443,"BARN JOO 35","34","W 35TH ST",10001,"Others","34, W 35TH ST, New York, NY",-73.9858151,40.7496592
"289",302,444,444,"UNCLE TED'S","163","BLEECKER STREET",10012,"Chinese","163, BLEECKER STREET, New York, NY",-73.9999671,40.7287642
"290",303,445,445,"DIRTY FRENCH","180","LUDLOW ST",10002,"Others","180, LUDLOW ST, New York, NY",-73.9872039,40.7218567
"291",304,446,446,"MCDONALD'S","280","MADISON AVE",10016,"Others","280, MADISON AVE, New York, NY",-73.9805497,40.7514664
"292",305,447,447,"BUCA/BUCHETTA","201","WEST  103 STREET",10025,"Others","201, WEST  103 STREET, New York, NY",-73.9673646,40.7987416
"293",306,448,448,"POPEYES LOUISIANA KITCHEN","601","WEST  172 STREET",10032,"Others","601, WEST  172 STREET, New York, NY",-73.9382718,40.8437622
"294",307,450,450,"LA MAISON DU CROQUE MONSIEUR","17","EAST   13 STREET",10003,"Others","17, EAST   13 STREET, New York, NY",-73.9930003,40.735006
"295",308,452,452,"DANIEL","60","EAST   65 STREET",10065,"Others","60, EAST   65 STREET, New York, NY",-73.9677689,40.7666933
"296",309,453,453,"THE MUFFIN CAFE","222","COLUMBUS AVENUE",10023,"Others","222, COLUMBUS AVENUE, New York, NY",-73.979835,40.7763295
"297",310,454,454,"TOMOE SUSHI","172","THOMPSON STREET",10012,"Japanese","172, THOMPSON STREET, New York, NY",-74.0001023,40.7276736
"298",311,455,455,"SUBWAY","1523","YORK AVENUE",10028,"Others","1523, YORK AVENUE, New York, NY",-73.9499706,40.7725726
"299",312,458,458,"SWINE","531","HUDSON STREET",10014,"American","531, HUDSON STREET, New York, NY",-74.0064861,40.7342444
"300",313,459,459,"SPREADS","441","PARK AVENUE SOUTH",10016,"American","441, PARK AVENUE SOUTH, New York, NY",-73.9830259,40.7443515
"301",314,460,460,"EL JAYA RESTAURANT","8385","AUDUBON AVENUE",10032,"Others","8385, AUDUBON AVENUE, New York, NY",-73.9328548,40.8480534
"302",315,461,461,"MCDONALD'S","160","BROADWAY",10038,"Others","160, BROADWAY, New York, NY",-74.009975,40.7093664
"303",316,463,463,"ROYAL BANGLADESH INDIAN RESTAURANT","93","1 AVENUE",10003,"Others","93, 1 AVENUE, New York, NY",-73.9865701,40.7262841
"304",317,464,464,"MOONSTRUCK (IN BELLEVUE)","462","1ST AVE",10016,"American","462, 1ST AVE, New York, NY",-73.9750139,40.7390642
"305",318,466,466,"SUBWAY","21","EAST  118 STREET",10035,"Others","21, EAST  118 STREET, New York, NY",-73.9440876,40.8015075
"306",319,468,468,"HIGH STREET ON HUDSON","637","HUDSON ST",10014,"American","637, HUDSON ST, New York, NY",-74.0057401,40.7388972
"307",320,472,472,"ABACE SUSHI","695","9TH AVE",10036,"Japanese","695, 9TH AVE, New York, NY",-73.9901882,40.7621569
"308",321,473,473,"JOEY PEPPERONI PIZZA","381","BROADWAY",10013,"Pizza","381, BROADWAY, New York, NY",-74.0032079,40.7182337
"309",322,474,474,"SWEETGREEN","311","AMSTERDAM AVE",10023,"American","311, AMSTERDAM AVE, New York, NY",-73.9802091,40.7802668
"310",323,477,477,"H-YARD GOURMET DELI","450","9TH AVE",10018,"Others","450, 9TH AVE, New York, NY",-73.9955139,40.7540748
"311",325,481,481,"ACOSTA RESTAURANT","934","AMSTERDAM AVENUE",10025,"Others","934, AMSTERDAM AVENUE, New York, NY",-73.9660208,40.8003949
"312",326,482,482,"THE BENNETT","134","WEST BROADWAY",10013,"Others","134, WEST BROADWAY, New York, NY",-74.0084142,40.7169087
"313",327,483,483,"RAMEN TAKUMI","1","UNIVERSITY PL",10003,"Japanese","1, UNIVERSITY PL, New York, NY",-73.9952208,40.730835
"314",328,484,484,"CHECKERS","225","1ST AVE",10003,"Others","225, 1ST AVE, New York, NY",-73.9831177,40.7310072
"315",329,486,486,"TEXAS ROTISSERIE","1315","1ST AVE",10021,"American","1315, 1ST AVE, New York, NY",-73.9569454,40.7669268
"316",330,487,487,"FIVE SENSES","9","W 32ND ST",10001,"Others","9, W 32ND ST, New York, NY",-73.9860561,40.7477152
"317",331,489,489,"DON PEPI PIZZA","0","PENN STATION",10001,"Pizza","0, PENN STATION, New York, NY",-73.993519,40.750568
"318",332,490,490,"Kennedy's Chicken & Grill","2083","AMSTERDAM AVE",10032,"Others","2083, AMSTERDAM AVE, New York, NY",-73.9389632,40.8365205
"319",335,494,494,"FITZGERALD'S PUB","336","THIRD AVENUE",10010,"American","336, THIRD AVENUE, New York, NY",-73.9826277,40.7401599
"320",337,496,496,"BRAVO PIZZA","115","EAST   14 STREET",10003,"Pizza","115, EAST   14 STREET, New York, NY",-73.9889546,40.7342212
"321",338,497,497,"LA EXCELENCIA EMPANADAS MONUMENTAL","522","W 207TH ST",10034,"Others","522, W 207TH ST, New York, NY",-73.9199182,40.8651033
"322",339,499,499,"BROADWAY CAFE","1123","BROADWAY",10010,"Others","1123, BROADWAY, New York, NY",-73.989291,40.7433495
"323",340,501,501,"CHARTWELLS @ MANHATTAN SCHOOL OF MUSIC","120","CLAREMONT AVENUE",10027,"American","120, CLAREMONT AVENUE, New York, NY",-73.9612848,40.8124557
"324",341,502,502,"EUROPA CAFE","1177","AVENUE OF THE AMERICAS",10036,"Others","1177, AVENUE OF THE AMERICAS, New York, NY",-73.9828652,40.7572778
"325",342,503,503,"WAT'S ON YOUR PLATE","513","WEST  145 STREET",10031,"Others","513, WEST  145 STREET, New York, NY",-73.9484502,40.8257982
"326",343,504,504,"HOLY MOLY (JESUS' TACO)","501","WEST 145 ST",10031,"Others","501, WEST 145 ST, New York, NY",-73.9478532,40.825559
"327",344,505,505,"DRUNKEN HORSE","225","10 AVENUE",10011,"American","225, 10 AVENUE, New York, NY",-74.0042022,40.74806
"328",345,506,506,"LEDERHOSEN RESTAURANT","39","GROVE STREET",10014,"Others","39, GROVE STREET, New York, NY",-74.0045082,40.7329151
"329",346,507,507,"SIMPLY FOOD","5","WEST   51 STREET",10019,"American","5, WEST   51 STREET, New York, NY",-73.9774833,40.7596076
"330",347,508,508,"STARBUCKS","241","CANAL STREET",10013,"Others","241, CANAL STREET, New York, NY",-73.9999275,40.718362
"331",348,509,509,"DELICATESSEN MACBAR","54","PRINCE STREET",10012,"American","54, PRINCE STREET, New York, NY",-73.9963118,40.72346
"332",349,511,511,"SUBWAY","90","WORTH STREET",10013,"American","90, WORTH STREET, New York, NY",-74.0049256,40.7161935
"333",350,512,512,"SPICE SAIGON","1237","1ST AVE",10065,"Others","1237, 1ST AVE, New York, NY",-73.9587411,40.7645971
"334",351,513,513,"BOTTOMS UP/VODKA SODA","315","W 46TH ST",10036,"American","315, W 46TH ST, New York, NY",-73.9886616,40.7602906
"335",352,514,514,"WILLIAMSBURG PIZZA","277","BROOME ST",10002,"Others","277, BROOME ST, New York, NY",-73.9911656,40.7182551
"336",353,515,515,"FAT BABY","112","RIVINGTON STREET",10002,"American","112, RIVINGTON STREET, New York, NY",-73.9877204,40.720036
"337",354,516,516,"PATSY'S ITALIAN RESTAURANT","236","WEST   56 STREET",10019,"Italian","236, WEST   56 STREET, New York, NY",-73.9827504,40.7656161
"338",355,517,517,"TURKISH CUISINE","631","9 AVENUE",10036,"Others","631, 9 AVENUE, New York, NY",-73.9917492,40.7601402
"339",356,519,519,"FINANCIER PATISSERIE","10","LIBERTY STREET",10005,"Others","10, LIBERTY STREET, New York, NY",-74.00821,40.707344
"340",357,520,520,"HAKU","1047","2ND AVE",10022,"Japanese","1047, 2ND AVE, New York, NY",-73.9664046,40.7582392
"341",358,521,521,"RPM","266","BROOME STREET",10002,"American","266, BROOME STREET, New York, NY",-73.9905233,40.7183182
"342",359,522,522,"HAN DYNASTY","215","W 85TH ST",10024,"Chinese","215, W 85TH ST, New York, NY",-73.9763983,40.7875604
"343",360,523,523,"BOBBY VAN'S STEAKHOUSE","131","EAST   54 STREET",10022,"Others","131, EAST   54 STREET, New York, NY",-73.9710835,40.7593484
"344",361,524,524,"WILLIAM GREENBERG JR DESSERTS","1100","MADISON AVENUE",10028,"Others","1100, MADISON AVENUE, New York, NY",-73.960608,40.7787515
"345",362,525,525,"PEKING GARDEN","3163","BROADWAY",10027,"Chinese","3163, BROADWAY, New York, NY",-73.9591725,40.8149599
"346",363,527,527,"NAYA EXPRESS","54","W 56TH ST",10019,"Others","54, W 56TH ST, New York, NY",-73.9771145,40.7632048
"347",364,528,528,"BETWEEN THE BREAD","609","W 27TH ST",10001,"Others","609, W 27TH ST, New York, NY",-74.0054532,40.7517595
"348",365,529,529,"SUN SAI GAI RESTAURANT","220","CANAL STREET",10013,"Chinese","220, CANAL STREET, New York, NY",-73.9993815,40.7171679
"349",366,530,530,"KFC","707","LENOX AVENUE",10039,"Others","707, LENOX AVENUE, New York, NY",-73.936052,40.8208101
